valor,horario,localizacao,tipo_transacao,fraude
59.71,18,Rio de Janeiro,Cartão Crédito,não
124.72,1,Porto Alegre,Pix,não
,16,Curitiba,Cartão Débito,não
525.51,13,São Paulo,Cartão Débito,não
404.54,23,Porto Alegre,Cartão Crédito,não
245.94,15,São Paulo,Cartão Débito,não
22.46,4,Brasília,Cartão Crédito,não
299.11,9,Brasília,DOC,não
330.01,16,Brasília,Boleto,não
292.0,12,Porto Alegre,Boleto,não
24.2,15,Recife,Pix,não
206.51,8,Porto Alegre,Pix,não
359.55,23,Curitiba,DOC,não
172.24,3,Curitiba,Pix,não
207.92,23,Rio de Janeiro,Cartão Débito,não
122.63,15,Rio de Janeiro,DOC,não
150.46,22,Curitiba,TED,não
7.0,10,São Paulo,Pix,sim
203.75,6,Curitiba,TED,não
16.99,16,Salvador,Pix,não
114.19,21,Recife,Pix,não
69.25,12,Rio de Janeiro,Cartão Débito,não
157.68,3,Rio de Janeiro,Pix,não
28.64,13,Salvador,Boleto,não
235.3,9,Salvador,Pix,sim
316.96,9,Porto Alegre,Cartão Débito,não
35.67,9,Salvador,Boleto,não
22.03,11,Rio de Janeiro,Boleto,não
31.45,1,Curitiba,Cartão Crédito,não
419.32,22,Rio de Janeiro,Boleto,não
150.24,8,Salvador,Pix,não
125.94,4,Salvador,TED,não
22.57,7,Salvador,Pix,não
209.71,20,Rio de Janeiro,TED,não
404.99,13,Salvador,TED,não
352.27,6,Porto Alegre,Cartão Crédito,não
196.73,6,Curitiba,Pix,não
15.65,8,São Paulo,Pix,sim
23.85,2,Salvador,Cartão Débito,não
10.11,13,Rio de Janeiro,Cartão Débito,não
59.54,16,Rio de Janeiro,Cartão Débito,não
29.16,17,Salvador,Boleto,não
60.23,11,Rio de Janeiro,Pix,não
97.25,21,Salvador,Cartão Crédito,não
572.88,13,Recife,Pix,não
188.51,12,Curitiba,Pix,não
360.33,13,Salvador,Pix,não
247.82,8,Rio de Janeiro,Indefinido,não
23.87,18,Recife,Pix,não
266.3,1,São Paulo,Cartão Crédito,não
64.34,10,São Paulo,Pix,sim
203.84,16,Porto Alegre,Pix,não
83.39,1,Salvador,TED,não
1212.57,18,Porto Alegre,TED,sim
61.18,6,Porto Alegre,Cartão Débito,não
65.46,17,Recife,Cartão Débito,não
533.78,12,São Paulo,Pix,não
4.99,4,Porto Alegre,Cartão Débito,não
238.6,17,Brasília,Boleto,não
258.43,22,Porto Alegre,TED,não
362.04,23,São Paulo,Cartão Crédito,não
733.34,23,Brasília,Cartão Débito,não
742.65,15,Recife,Pix,não
13.5,14,Salvador,Pix,não
345.01,7,Salvador,TED,sim
207.87,14,Brasília,Pix,não
208.45,0,São Paulo,TED,não
27.47,16,Rio de Janeiro,Boleto,não
210.07,14,Brasília,Cartão Crédito,não
808.91,13,São Paulo,Pix,não
485.67,13,Porto Alegre,Pix,não
115.65,9,Rio de Janeiro,Cartão Crédito,não
8.15,1,Recife,TED,não
89.98,5,Salvador,Cartão Crédito,sim
350.19,16,Recife,Cartão Débito,não
241.8,4,Curitiba,Cartão Débito,não
122.99,4,Recife,Boleto,não
11.34,14,Curitiba,TED,não
111.34,14,Recife,Pix,não
126.61,19,Recife,Cartão Crédito,não
527.77,10,Recife,Cartão Débito,não
204.93,4,Curitiba,Pix,não
74.69,0,Porto Alegre,Pix,não
149.02,10,Curitiba,Cartão Crédito,sim
13.67,10,Brasília,Pix,não
719.21,5,São Paulo,Pix,sim
89.28,22,São Paulo,Cartão Débito,não
129.97,7,Porto Alegre,Pix,não
87.79,1,São Paulo,Pix,não
229.46,14,Recife,Boleto,não
217.08,22,Desconhecido,Cartão Crédito,não
251.28,21,São Paulo,TED,não
62.43,8,Curitiba,TED,não
75.86,14,Brasília,Boleto,não
26.76,7,Rio de Janeiro,DOC,não
213.14,15,Brasília,Pix,sim
8.12,13,São Paulo,Pix,sim
182.1,14,Porto Alegre,Boleto,não
407.58,19,Salvador,Cartão Crédito,não
442.97,12,São Paulo,Cartão Crédito,não
119.22,8,Curitiba,Cartão Crédito,não
122.98,0,Brasília,Cartão Crédito,não
16.02,5,Salvador,Pix,não
222.2,7,Curitiba,Cartão Crédito,sim
344.36,19,Curitiba,Cartão Crédito,não
56.12,17,Rio de Janeiro,DOC,não
109.39,17,Curitiba,Pix,não
365.07,16,Salvador,Boleto,não
419.31,20,Curitiba,Boleto,não
55.73,15,Rio de Janeiro,Pix,não
159.96,12,Recife,Boleto,não
42.76,21,Salvador,Cartão Crédito,não
21.49,3,Recife,Cartão Crédito,não
484.09,3,Salvador,Pix,não
343.52,20,Porto Alegre,Pix,não
285.45,13,Rio de Janeiro,Boleto,não
10.0,4,Porto Alegre,Cartão Crédito,não
371.23,15,Porto Alegre,DOC,não
115.27,13,Curitiba,Cartão Crédito,não
83.83,13,Porto Alegre,Pix,não
158.14,13,São Paulo,Boleto,não
19.16,23,Salvador,Cartão Débito,não
282.65,13,Brasília,Boleto,não
174.66,18,São Paulo,Cartão Débito,não
41.3,2,São Paulo,Boleto,não
41.71,16,Curitiba,Cartão Crédito,não
40.73,13,Brasília,Pix,não
11.74,9,Porto Alegre,Pix,não
177.25,12,Brasília,Pix,não
,21,Porto Alegre,TED,não
3.53,3,Recife,Pix,não
10.05,10,Rio de Janeiro,Cartão Crédito,não
170.09,14,Curitiba,Cartão Débito,não
342.4,14,Porto Alegre,Boleto,não
79.12,23,Porto Alegre,Pix,não
86.04,1,Brasília,Cartão Débito,sim
181.44,10,Curitiba,DOC,não
64.1,1,Salvador,Cartão Crédito,não
5.39,22,Porto Alegre,Cartão Crédito,não
265.78,4,Recife,Cartão Débito,não
196.51,12,São Paulo,DOC,não
173.86,0,Porto Alegre,Cartão Crédito,não
270.71,6,Brasília,Boleto,não
224.93,6,Salvador,TED,não
46.1,9,Recife,DOC,sim
86.92,5,Curitiba,TED,não
26.96,19,Porto Alegre,TED,não
27.82,11,Recife,Cartão Crédito,não
225.52,12,Recife,Pix,não
391.23,23,Salvador,Boleto,sim
657.93,10,Recife,Cartão Crédito,não
197.96,17,Recife,Cartão Crédito,não
40.69,1,Salvador,Pix,não
22.33,15,Salvador,Cartão Crédito,não
335.17,1,Salvador,Cartão Débito,sim
172.91,18,Recife,Boleto,não
192.62,5,Recife,Cartão Crédito,não
304.16,0,Rio de Janeiro,TED,não
242.99,10,Curitiba,Cartão Débito,não
359.71,17,São Paulo,Boleto,não
11.57,9,Curitiba,Pix,não
275.29,17,Brasília,TED,não
380.56,0,Brasília,Boleto,não
67.41,18,Salvador,Pix,sim
204.58,15,Curitiba,Cartão Crédito,não
75.42,6,Recife,Pix,não
633.88,14,Rio de Janeiro,Boleto,não
6.8,0,São Paulo,Boleto,não
173.4,22,Porto Alegre,Cartão Crédito,não
36.43,20,Porto Alegre,Cartão Crédito,não
249.11,8,Recife,Cartão Crédito,não
38.69,1,Curitiba,Cartão Débito,sim
53.68,16,Porto Alegre,Boleto,não
136.39,23,Curitiba,Cartão Crédito,não
492.63,9,Rio de Janeiro,Pix,não
47.58,5,Rio de Janeiro,Cartão Crédito,não
31.15,4,Salvador,Pix,não
284.57,7,Curitiba,Cartão Débito,não
138.88,7,Salvador,Pix,não
485.6,4,Recife,Pix,não
31.71,11,Salvador,Pix,sim
207.65,6,Recife,Pix,não
53.02,12,Recife,TED,não
34.1,12,Porto Alegre,DOC,não
230.04,16,São Paulo,Cartão Débito,não
180.13,3,São Paulo,TED,não
281.16,17,Recife,Pix,não
74.06,9,Curitiba,Cartão Crédito,não
118.83,2,Rio de Janeiro,Pix,não
104.0,11,Salvador,Cartão Crédito,não
828.15,0,Brasília,TED,sim
69.13,10,Rio de Janeiro,Boleto,sim
69.86,17,Rio de Janeiro,Pix,não
87.56,12,Brasília,Pix,não
166.3,16,Recife,Cartão Crédito,não
58.16,7,Rio de Janeiro,TED,não
,19,Brasília,Cartão Débito,não
61.76,18,Salvador,DOC,não
452.32,16,Porto Alegre,Cartão Crédito,não
21.85,1,Curitiba,Cartão Débito,não
213.75,2,Curitiba,Pix,sim
475.0,2,Curitiba,Cartão Crédito,não
36.96,5,Recife,Pix,não
690.46,9,Rio de Janeiro,Boleto,não
120.62,23,Rio de Janeiro,Cartão Crédito,não
582.7,21,São Paulo,TED,não
225.91,17,Curitiba,Pix,não
71.79,17,Recife,Boleto,não
41.73,13,Brasília,Cartão Crédito,não
72.41,15,Recife,Cartão Débito,não
19.53,6,Rio de Janeiro,Cartão Crédito,sim
31.07,0,Salvador,Pix,não
22.11,16,Salvador,Cartão Crédito,não
109.96,22,Salvador,Cartão Crédito,não
317.51,4,Curitiba,TED,não
30.49,0,São Paulo,Pix,não
27.93,20,Porto Alegre,Cartão Crédito,não
206.24,16,Recife,Cartão Crédito,não
43.93,9,São Paulo,Pix,sim
20.54,11,Salvador,Cartão Débito,não
36.51,19,Rio de Janeiro,DOC,não
514.7,1,Brasília,Cartão Débito,sim
344.6,22,Recife,TED,não
87.41,15,Porto Alegre,DOC,sim
213.32,14,Rio de Janeiro,Pix,não
154.12,12,Curitiba,Cartão Crédito,não
226.1,17,Recife,TED,não
229.56,19,São Paulo,Cartão Crédito,não
198.17,21,Salvador,Pix,não
61.88,13,Recife,Cartão Crédito,não
7.96,17,Rio de Janeiro,TED,não
121.6,1,Rio de Janeiro,Pix,não
443.23,1,Salvador,Pix,não
168.56,2,São Paulo,Pix,não
357.22,4,Porto Alegre,Cartão Crédito,não
956.49,15,Rio de Janeiro,TED,não
35.73,21,Recife,Pix,não
235.39,14,Salvador,Pix,sim
224.35,11,Porto Alegre,DOC,não
781.96,8,São Paulo,Pix,não
848.12,13,Rio de Janeiro,TED,não
232.11,20,Salvador,Boleto,não
55.84,15,Rio de Janeiro,DOC,não
320.45,10,Recife,Boleto,sim
22.64,5,Rio de Janeiro,Pix,não
303.46,9,Salvador,Pix,sim
482.03,7,Recife,Cartão Crédito,não
96.52,15,Curitiba,Cartão Débito,não
199.19,2,Salvador,DOC,não
112.47,1,Porto Alegre,Pix,sim
115.17,15,Recife,DOC,não
74.32,18,Brasília,Cartão Crédito,não
287.21,8,Rio de Janeiro,Boleto,não
550.33,15,Curitiba,Cartão Crédito,não
565.2,21,Porto Alegre,Pix,não
38.42,3,São Paulo,Cartão Crédito,não
415.48,9,Brasília,Boleto,não
267.45,18,São Paulo,Boleto,não
58.29,12,Salvador,DOC,não
13.93,17,Brasília,Boleto,não
62.39,14,Curitiba,Cartão Crédito,não
486.56,3,Porto Alegre,Cartão Débito,não
200.58,8,Curitiba,Pix,não
255.35,3,Curitiba,Boleto,não
59.45,15,Brasília,Cartão Débito,não
254.16,20,Recife,Pix,não
5.7,14,Porto Alegre,TED,não
94.1,23,São Paulo,Pix,não
197.1,1,Recife,Pix,não
31.59,13,Desconhecido,Cartão Débito,não
346.33,2,Rio de Janeiro,TED,não
53.58,21,Salvador,Boleto,não
211.27,22,São Paulo,Pix,não
103.91,3,Brasília,Pix,não
181.29,0,Salvador,Cartão Crédito,não
22.73,22,Rio de Janeiro,Boleto,não
3.41,8,Rio de Janeiro,Pix,não
480.62,16,Salvador,Cartão Débito,sim
62.84,13,Curitiba,TED,não
342.6,16,Brasília,TED,não
1467.8,0,Recife,Boleto,sim
47.51,9,Porto Alegre,Pix,não
61.62,22,Recife,Boleto,sim
217.45,15,Recife,Boleto,não
673.06,18,Curitiba,Pix,não
494.95,23,Recife,Cartão Crédito,sim
,2,São Paulo,TED,não
317.06,11,Recife,Cartão Crédito,não
29.18,2,Recife,Pix,não
758.3,14,São Paulo,Cartão Débito,não
666.82,16,Curitiba,Cartão Crédito,não
35.76,17,Rio de Janeiro,Pix,não
71.17,6,Brasília,Cartão Débito,não
21.11,18,Curitiba,Boleto,não
63.41,6,Recife,Cartão Crédito,não
338.52,4,Rio de Janeiro,Cartão Crédito,não
95.06,7,Brasília,Pix,não
18.51,20,Brasília,Pix,não
83.78,15,Brasília,Pix,não
796.74,15,São Paulo,Indefinido,não
198.68,18,São Paulo,Pix,não
107.63,14,Rio de Janeiro,DOC,não
36.43,6,Recife,Pix,não
856.28,4,Salvador,Boleto,sim
343.91,22,Rio de Janeiro,Pix,não
66.11,10,Recife,TED,não
14.53,9,Curitiba,Pix,não
11.66,20,Salvador,Cartão Crédito,não
25.65,22,Brasília,Cartão Crédito,não
173.87,8,Brasília,Pix,não
528.35,0,São Paulo,Cartão Crédito,sim
137.33,19,Salvador,Cartão Crédito,não
370.23,0,Curitiba,Cartão Débito,não
118.08,7,Porto Alegre,Boleto,não
246.6,2,Curitiba,Pix,não
263.26,1,Recife,Pix,não
38.22,3,Curitiba,TED,não
89.64,18,Salvador,Boleto,não
202.84,10,Salvador,TED,não
14.66,4,São Paulo,Boleto,não
89.74,23,Recife,Pix,não
153.06,9,Rio de Janeiro,Pix,não
1115.84,23,Recife,Cartão Débito,não
128.69,22,Rio de Janeiro,Cartão Débito,não
338.63,7,Porto Alegre,Cartão Crédito,não
113.15,12,Recife,Pix,não
318.31,4,Brasília,Cartão Débito,não
180.98,11,Porto Alegre,Pix,não
435.36,12,Rio de Janeiro,Cartão Crédito,não
105.85,21,São Paulo,Pix,não
185.42,7,Porto Alegre,Boleto,não
198.86,14,Porto Alegre,Cartão Crédito,não
108.05,12,Porto Alegre,Cartão Crédito,não
31.17,0,Rio de Janeiro,Cartão Crédito,não
,21,Rio de Janeiro,Cartão Débito,não
3.36,5,Recife,DOC,não
413.56,10,Brasília,Boleto,não
53.96,12,Porto Alegre,TED,sim
47.53,20,Recife,Pix,sim
266.39,19,Recife,Cartão Crédito,não
77.14,0,Brasília,Cartão Crédito,não
141.06,10,Recife,Pix,não
35.47,10,Brasília,Pix,não
642.51,7,São Paulo,Pix,não
381.54,21,Brasília,Cartão Crédito,não
398.71,2,Curitiba,Pix,não
104.44,18,Brasília,Pix,não
287.4,11,Brasília,Pix,não
31.07,5,Salvador,Pix,não
1.73,22,Curitiba,Cartão Crédito,não
4.04,7,Brasília,Cartão Débito,não
176.67,4,Rio de Janeiro,Pix,não
121.54,9,Salvador,Pix,não
145.97,21,Recife,Cartão Crédito,sim
1.5,15,Recife,Cartão Crédito,não
109.87,11,São Paulo,Pix,não
253.22,16,São Paulo,Pix,não
116.93,5,Curitiba,Cartão Débito,não
263.52,8,Rio de Janeiro,Boleto,sim
53.06,9,São Paulo,Cartão Débito,não
335.48,19,Recife,Pix,não
177.56,13,São Paulo,Boleto,não
47.34,13,São Paulo,Boleto,não
54.03,16,Brasília,Cartão Crédito,não
197.79,15,São Paulo,Indefinido,não
354.32,3,Curitiba,Pix,não
107.44,1,Recife,Boleto,não
59.76,15,Curitiba,Pix,sim
403.5,0,Salvador,Cartão Crédito,não
221.29,2,Curitiba,Cartão Crédito,não
118.87,22,Porto Alegre,Cartão Crédito,não
133.85,10,Rio de Janeiro,Pix,sim
45.7,15,Salvador,Pix,não
197.13,17,Salvador,Pix,não
88.86,14,Porto Alegre,Pix,não
1087.29,8,Porto Alegre,TED,não
130.86,11,Brasília,Cartão Débito,não
133.06,17,Curitiba,TED,não
166.87,4,Rio de Janeiro,Boleto,não
497.2,23,Recife,Cartão Crédito,não
322.71,7,Recife,Cartão Crédito,não
119.98,2,Rio de Janeiro,DOC,não
253.67,1,Salvador,Pix,não
176.49,18,Curitiba,Pix,não
135.6,7,Curitiba,TED,não
42.72,1,Brasília,Cartão Crédito,não
124.7,18,Brasília,Cartão Crédito,não
56.42,0,Porto Alegre,Boleto,não
492.65,21,Recife,Cartão Crédito,não
81.72,12,Brasília,Cartão Crédito,sim
608.41,22,Rio de Janeiro,Cartão Débito,não
152.31,19,Recife,Cartão Crédito,não
199.69,16,Salvador,Pix,não
156.59,2,Salvador,Pix,não
27.71,8,Curitiba,TED,não
94.26,4,Recife,Boleto,não
20.88,5,São Paulo,Boleto,não
195.08,3,Recife,Pix,não
118.43,16,Brasília,Cartão Crédito,não
301.0,20,Rio de Janeiro,Pix,não
49.81,20,Curitiba,Cartão Débito,não
35.96,20,Curitiba,TED,não
104.29,15,Brasília,Pix,não
522.33,15,Brasília,Pix,não
247.87,21,Brasília,Pix,não
108.57,10,São Paulo,Pix,não
145.66,1,Rio de Janeiro,Cartão Crédito,não
17.59,16,São Paulo,Pix,não
834.36,14,Brasília,Cartão Crédito,não
219.57,17,Rio de Janeiro,Pix,não
67.21,9,Salvador,Pix,não
176.29,5,Salvador,Cartão Crédito,não
23.19,20,Brasília,TED,não
675.32,15,Rio de Janeiro,Boleto,não
38.42,4,Curitiba,Pix,não
208.84,11,São Paulo,Pix,não
56.33,5,Porto Alegre,TED,não
252.86,13,Brasília,DOC,não
299.96,22,Brasília,Pix,não
223.82,15,Recife,Boleto,não
190.64,6,Porto Alegre,Cartão Crédito,não
446.0,1,Curitiba,Pix,não
16.38,5,Brasília,Cartão Débito,não
80.37,8,São Paulo,Pix,não
57.08,6,Curitiba,Cartão Crédito,não
884.8,1,Brasília,Cartão Crédito,sim
98.66,18,São Paulo,Pix,não
263.81,7,Recife,Cartão Débito,sim
230.86,10,Recife,TED,não
47.67,3,Salvador,Pix,não
54.62,15,São Paulo,Boleto,não
,17,Curitiba,Cartão Débito,não
105.91,12,São Paulo,Cartão Crédito,não
53.4,4,Porto Alegre,Pix,não
3.97,1,São Paulo,Boleto,não
423.04,10,Recife,Pix,sim
674.0,0,Recife,TED,sim
83.58,12,Recife,DOC,não
82.65,4,Porto Alegre,Pix,não
1.42,17,Brasília,TED,não
228.04,13,Salvador,Cartão Débito,não
349.1,12,Porto Alegre,DOC,sim
31.71,6,Brasília,Cartão Crédito,não
34.79,7,Porto Alegre,Pix,não
312.21,17,Rio de Janeiro,Cartão Débito,não
191.57,6,Brasília,Pix,não
9.18,19,Curitiba,Boleto,não
194.86,16,Curitiba,Cartão Crédito,não
73.9,15,Salvador,Cartão Crédito,não
92.0,10,Recife,Pix,não
293.7,18,Porto Alegre,TED,não
333.13,0,São Paulo,Boleto,não
102.28,20,Recife,Pix,não
588.07,7,Salvador,Boleto,não
104.33,0,São Paulo,TED,não
295.54,8,Porto Alegre,TED,não
132.28,18,Recife,Pix,não
455.64,20,Recife,Pix,não
476.67,8,Curitiba,Cartão Crédito,não
18.3,20,São Paulo,TED,não
551.32,9,Rio de Janeiro,Boleto,não
349.21,23,Rio de Janeiro,TED,não
313.38,22,Recife,Pix,não
44.86,10,Porto Alegre,TED,não
327.07,0,Recife,Pix,não
379.6,19,Salvador,Cartão Crédito,sim
68.26,7,Curitiba,Cartão Débito,não
608.4,19,Salvador,Cartão Crédito,não
10.23,11,São Paulo,DOC,não
32.48,0,Salvador,Boleto,não
154.26,9,Recife,Cartão Débito,não
171.51,3,Salvador,DOC,não
207.21,14,Porto Alegre,Boleto,não
3.42,18,Rio de Janeiro,Boleto,não
645.62,5,São Paulo,Cartão Crédito,sim
9.12,4,Recife,Boleto,não
30.88,4,São Paulo,Boleto,não
2.82,17,Curitiba,Cartão Crédito,não
167.34,2,Salvador,Cartão Crédito,não
538.44,21,Rio de Janeiro,TED,não
219.29,1,Porto Alegre,Cartão Crédito,não
345.93,3,São Paulo,Pix,não
2.67,17,Rio de Janeiro,Cartão Crédito,sim
156.18,8,Salvador,Pix,não
123.08,18,Recife,TED,não
138.22,9,Porto Alegre,Cartão Crédito,não
14.99,21,Porto Alegre,Boleto,não
230.68,14,Brasília,Pix,não
139.92,0,São Paulo,Pix,não
289.76,10,Rio de Janeiro,Cartão Débito,sim
132.83,13,São Paulo,Pix,não
32.36,9,Recife,Pix,sim
208.97,18,Recife,Boleto,não
37.84,23,Salvador,Boleto,não
411.76,20,Porto Alegre,Cartão Crédito,sim
189.93,15,Desconhecido,Cartão Crédito,não
34.21,7,Rio de Janeiro,Cartão Crédito,sim
655.82,1,Curitiba,Cartão Débito,sim
146.11,22,São Paulo,Cartão Crédito,não
15.14,6,São Paulo,Pix,não
197.15,18,Recife,TED,não
58.39,6,São Paulo,Boleto,sim
325.62,14,Rio de Janeiro,DOC,não
340.55,7,Brasília,Pix,não
772.15,13,Porto Alegre,Boleto,não
139.38,0,Recife,Cartão Crédito,não
121.38,12,Desconhecido,TED,não
280.06,2,Desconhecido,Boleto,não
28.42,20,Porto Alegre,Boleto,não
158.34,5,Brasília,TED,não
158.04,18,São Paulo,Boleto,não
18.75,14,Curitiba,Pix,não
108.25,3,Porto Alegre,DOC,não
383.85,20,Rio de Janeiro,Cartão Crédito,sim
387.8,2,Porto Alegre,Cartão Crédito,não
20.9,3,Porto Alegre,TED,não
19.02,4,São Paulo,Pix,não
60.95,17,Salvador,Cartão Crédito,não
415.51,9,Rio de Janeiro,Pix,não
27.6,7,São Paulo,Pix,não
254.59,11,Porto Alegre,TED,não
21.33,21,Salvador,Cartão Crédito,não
195.18,2,São Paulo,Cartão Crédito,não
88.03,17,São Paulo,Cartão Débito,não
311.1,22,Recife,Pix,não
53.23,7,Brasília,Pix,não
203.89,0,Salvador,Boleto,não
53.75,13,Curitiba,Cartão Crédito,não
250.12,21,Salvador,Pix,não
413.78,22,Brasília,TED,não
27.12,12,Brasília,TED,não
402.87,11,Rio de Janeiro,Cartão Crédito,não
180.07,2,Recife,Pix,não
27.19,17,Recife,Cartão Débito,não
111.56,20,São Paulo,DOC,não
35.08,12,Brasília,Pix,não
241.03,14,Salvador,Pix,não
284.48,9,Curitiba,Pix,não
22.36,0,Rio de Janeiro,Boleto,não
141.1,5,Salvador,Cartão Crédito,não
337.07,8,Recife,Pix,não
550.28,9,São Paulo,Indefinido,não
144.11,14,Curitiba,Cartão Crédito,não
600.27,8,Brasília,TED,não
153.44,22,Salvador,TED,não
100.24,13,Curitiba,TED,não
377.04,10,Recife,Pix,não
135.84,6,Rio de Janeiro,TED,não
,23,Salvador,Pix,não
134.79,1,Brasília,TED,não
375.18,13,Rio de Janeiro,Cartão Débito,não
356.69,5,Porto Alegre,Pix,não
103.34,4,Curitiba,Pix,não
81.08,4,Curitiba,Cartão Crédito,não
135.43,18,São Paulo,Pix,sim
170.09,18,Brasília,Pix,não
54.45,5,Curitiba,TED,não
315.93,9,Recife,Cartão Débito,não
133.29,22,Porto Alegre,Pix,não
81.31,13,Recife,Cartão Débito,não
22.59,16,Rio de Janeiro,Cartão Crédito,não
54.58,2,Porto Alegre,Boleto,não
596.29,0,Porto Alegre,Cartão Crédito,sim
72.8,9,Recife,Pix,não
36.99,2,Curitiba,Pix,não
123.49,4,Recife,Pix,não
73.37,18,Brasília,Pix,não
7.16,9,Rio de Janeiro,Cartão Débito,não
78.06,15,Salvador,Boleto,não
157.1,0,Porto Alegre,TED,não
160.46,5,Brasília,Cartão Crédito,não
88.18,8,Curitiba,Cartão Débito,não
118.59,4,Curitiba,Cartão Débito,não
673.46,13,Recife,Cartão Crédito,não
94.75,9,São Paulo,TED,não
59.74,1,Porto Alegre,Pix,não
55.8,4,Porto Alegre,Pix,não
122.41,0,São Paulo,Pix,não
285.02,9,Curitiba,Pix,não
46.13,21,Curitiba,Cartão Débito,não
247.09,8,Salvador,Cartão Débito,não
4.28,2,Salvador,Boleto,não
108.58,14,Porto Alegre,Cartão Crédito,não
299.1,3,Salvador,DOC,não
82.72,12,Salvador,Pix,não
165.9,5,Desconhecido,Cartão Débito,não
45.88,19,Porto Alegre,Pix,não
270.96,16,Curitiba,Cartão Crédito,não
10.74,22,Curitiba,Pix,não
382.84,4,Salvador,Cartão Crédito,sim
44.18,14,Rio de Janeiro,Boleto,não
414.93,7,Salvador,Boleto,não
86.94,4,Salvador,Pix,não
256.52,23,Brasília,TED,não
76.9,12,Brasília,DOC,sim
472.7,0,Rio de Janeiro,Pix,não
27.08,0,Rio de Janeiro,Cartão Crédito,não
39.33,6,Brasília,Cartão Crédito,não
135.86,21,Brasília,TED,sim
17.1,4,Brasília,Pix,não
43.63,13,Brasília,Cartão Crédito,não
,14,Porto Alegre,Pix,sim
750.06,20,Porto Alegre,Pix,não
94.4,16,Salvador,Pix,não
513.53,23,Recife,Pix,não
157.41,17,Salvador,TED,não
62.87,6,Rio de Janeiro,Pix,não
242.4,21,São Paulo,Boleto,não
,17,Recife,Boleto,não
904.26,18,São Paulo,DOC,não
61.59,19,São Paulo,TED,não
,6,Curitiba,Cartão Crédito,não
10.69,7,Rio de Janeiro,Cartão Crédito,não
24.13,12,Porto Alegre,Pix,não
0.79,17,Recife,DOC,não
1505.04,23,Salvador,Pix,não
324.17,10,Rio de Janeiro,Pix,não
309.03,8,Brasília,Cartão Débito,não
142.56,22,Rio de Janeiro,Pix,não
71.35,0,São Paulo,Boleto,sim
32.8,21,Porto Alegre,Pix,não
67.0,7,Brasília,Cartão Débito,não
94.31,20,Rio de Janeiro,Pix,não
282.37,11,Rio de Janeiro,Pix,não
155.16,1,Porto Alegre,Boleto,sim
16.13,14,São Paulo,Boleto,não
3.64,20,Salvador,Boleto,não
21.59,23,Brasília,Boleto,sim
105.7,17,São Paulo,Pix,não
541.19,16,Porto Alegre,TED,não
202.89,14,Rio de Janeiro,Boleto,não
323.72,19,Salvador,Boleto,não
125.61,19,Recife,Pix,não
89.78,8,Recife,Cartão Crédito,não
22.95,2,Curitiba,Cartão Débito,não
417.39,19,Recife,Cartão Crédito,não
305.72,18,Porto Alegre,Pix,sim
36.81,17,Porto Alegre,TED,não
143.59,19,Porto Alegre,TED,não
133.64,7,Brasília,Pix,sim
196.21,0,Curitiba,TED,não
584.45,23,Brasília,TED,não
173.39,23,Salvador,Pix,sim
155.4,14,Recife,Pix,não
10.33,18,Salvador,Pix,não
12.99,9,Recife,Pix,não
41.49,11,Rio de Janeiro,Pix,não
6.6,5,Brasília,Pix,sim
272.01,12,São Paulo,Pix,não
256.99,3,Salvador,Cartão Crédito,não
29.25,12,Rio de Janeiro,Cartão Crédito,não
361.67,16,Brasília,TED,não
33.63,0,Porto Alegre,Cartão Crédito,não
71.67,4,Curitiba,Pix,não
57.26,23,Salvador,Boleto,não
93.14,16,Brasília,Pix,não
58.78,17,Curitiba,Cartão Crédito,não
134.26,6,Salvador,Pix,não
104.65,15,Curitiba,Pix,não
862.05,7,Salvador,Pix,não
11.51,11,Recife,Cartão Débito,não
30.67,13,São Paulo,Pix,não
10.85,18,Salvador,Pix,não
196.61,10,Brasília,Pix,não
11.21,11,São Paulo,Cartão Crédito,não
362.11,12,Curitiba,TED,não
143.46,7,Recife,Boleto,não
